MLS Number	Property Status	List Price	Original List Price	Street #	Street Name	Dir	Unit #	City	State	Zip Code	Subdivision	Block	Lot Number	County	Area	Parcel #	Page #	Tax $	CC&R	HOA	HO Tax Exemption	Total Annual Fees $	Transfer Fees $	LID	LID Amount $	LID Assessment	State Lease	State Lease #	State Lease Annual Fee $	Legal	Acres	Lot Width	Lot Length	Paved Street	Winter Access	Electric	Propane Tank	Propane Tank Location	Propane Tank Ownership	Bedrooms	Total Baths	Full Baths	Half Baths	3/4 Baths	Apx Fin SqFt	Age	Level	Year Built	Remodeled	Year Remodeled	Basement	Phone	Garage	Carport	Mobile Home Make/Year	Excluded Items	Additional Features	Adjacent To	Construction	Dock	Foundation	Heat	Included in Sale	Power	Road Maintenance	Roof	Sewer	Siding	Topography	Water	Water Proximity	View	Access To	Zone	Showing Instructions	Directions	Public Remarks	Agent Remarks	Office Only Remarks	Sold Price	Closed Date	Days on Market	Property Type
"536771"	"S"	"599900"	"750000"	"2"	"Smylie Court"	""	""	"Donnelly"	"ID"	"83615"	"Smylie Lane"	"1"	"3"	"Valley"	"Donnelly West"	"RP006440010030"	""	"1811.60"	"No"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"Smylie Lane Subdivision Lot 3 Block 1"	"0.9960"	"122"	"341"	"No"	"Yes"	""	"No"	""	""	"3"	"2"	"2"	""	""	"1755"	"6 - 10 Years"	"Two Stories"	"2017"	""	""	""	""	"Two"	"None"	""	""	"Vaulted Ceilings, Surveyed"	""	"Frame"	""	"Concrete Perimeter"	"Elec Baseboard, Pellet Stove"	"Dishwasher, Disposal, Pellet Stove, Range/Oven, Refrigerator"	"110 Volts"	"County"	"Metal"	"Septic Installed"	"Composite"	"Level, Road Frontage, Wooded"	"Well"	"Lakefork Creek"	"Wooded"	""	"County"	"Call Listing Agent, Lockbox/Show Anytime"	"Hwy 55 to Smylie Lane, Left on Smylie Court, Home is first driveway on the left off of Smylie Court"	"NEWER HOME on a large wooded 1-acre lot!  Open entertaining great room with 2 story vaulted ceilings, 2nd story primary suite with private bathroom, large walk-in closet and a large loft area.  Low maintenance siding, attached 2 car garage with lots of built-in storage shelves.   Easy Highway 55 access to McCall and Donnelly.  Sale includes engineered building plan for approx 900 sf ADU.  Home has been used as a long-term rental until recently.  Appliances included. Priced to sell quickly!  "	"Agent is related to Seller."	""	"580000"	"11/9/2023"	"155"	"RR"
"536784"	"S"	"479000"	"479000"	"805"	"Lick Creek Road"	""	""	"McCall"	"ID"	"83638"	"None"	""	""	"Valley"	"McCall City"	"RPM00000049055"	""	"1527.36"	"No"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"MCCALL ACREAGE TAX NO. 38 IN SE4 SE4 S4 T18N R3E "	"0.1190"	""	""	"Yes"	"Yes"	""	"No"	""	""	"2"	"1"	"1"	""	""	"860"	"31 - 50 Years"	"Two Stories"	"1975"	"Yes"	"2021"	""	"Yes"	"One"	"None"	""	""	"Vaulted Ceilings, Road Frontage"	""	"Frame"	""	"Concrete Perimeter"	"Pellet Stove, Wall Heater"	"Dishwasher, Dryer, Pellet Stove, Range/Oven, Refrigerator, Washer"	""	"City"	"Metal, Other"	"PLSWD"	"Cedar"	"Level"	"Public"	""	"Mountains, Wooded"	""	""	"Call Listing Agent, Lockbox/Show Anytime"	"Third Street, E on Park, N on Davis W on Lick Creek"	"Adorable A-frame home in McCall is conveniently located by Ponderosa Park, Golf Course and Payette Lake, offering a cozy and remodeled living space and full kitchen, laundry and large one bedroom.  Spacious outside living with room for table, chairs and fire pit, and fenced back yard.  Main house is 630 square feet and detached one car garage plus extra storage and an additional bedroom above garage for another 230 square feet. This home is ready to enjoy!"	"Seller will be reviewing final and best offers on June 15, 2023 at 5:00pm."	""	"513000"	"7/13/2023"	"32"	"RR"
"536794"	"P"	"4500000"	"4500000"	"2014"	"Fox Fairway Court"	""	""	"McCall"	"ID"	"83638"	"Whitetail PUD 1"	"4"	"25"	"Valley"	"McCall City"	"RPM05450040250"	""	"2162.64"	"Yes"	"Yes"	"No"	"2100.00"	""	"No"	""	""	"No"	""	""	"Whitetail P.U.D., Phase 1 Lot 25 Block 4"	"1.5500"	""	""	"Yes"	"Yes"	""	"Yes"	""	"Owned"	"4"	"5"	"4"	"1"	""	"4231"	"Under Construction"	"Two Stories"	"2024"	""	""	""	""	"Three"	"None"	""	""	"Primary Bedroom on Main"	"Golf Course"	"Frame"	"Community"	"Concrete Perimeter"	"Fireplace, Propane Forced Air"	"Dishwasher, Disposal, Freezer, Microwave, Range/Oven, Refrigerator"	""	"Association"	"Composition"	"PLSWD"	"Wood Siding, Other"	""	"Public"	"Payette Lake"	"Golf Course, Meadow"	"Beach, Community Pool, Dock, Golf Course, Lake"	"Other"	"Call Listing Agent, Call Listing Office, LA Must Accompany"	"Please call listing agent at 208-315-2022."	"Stunning Scandinavian mountain-modern home located on a secluded cul-de-sac within the private community of Whitetail Club. This showstopper offers 4-bedrooms, 4.5-baths, an open concept living bathed in natural light with views that capture the protected grassy meadows below, the golf course and mountains. Offering an oversized 3 car garage suitable for your boat storage or sprinter van, it opens to the well-appointed mud room, complete with lockers and storage cabinets. In the adjacent laundry room you will find space for a double stacked washer and dryer, a sink, additional storage and a dog wash. Located perfectly between the Fish and Swim club, and the Payette Lake House, and with 14 ft tall vaulted ceilings and ample pocketing windows and sliders, the surrounding pines and aspens take center stage for this custom design. Perfectly suited for the active lifestyle, the whole family will love the game room designed for visiting generations to spend quality time together. The buyer of this home will appreciate the attention to detail and the high-end quality and finishes. Membership to Whitetail Club is required."	"Buyer must qualify for Whitetail Membership, fees are not included in the listing price."	""	""	""	"387"	"RR"
"536825"	"S"	"3900000"	"3900000"	"377"	"Whitetail Drive"	""	""	"McCall"	"ID"	"83638"	"Whitetail PUD 1"	"4"	"53 & 54 "	"Valley"	"McCall City"	"RPM05450040530, RPM05450040540"	""	"12000.00"	"Yes"	"Yes"	"No"	"3960.00"	"390000.00"	"No"	""	""	"No"	""	""	"Whitetail P.U.D. Phase 1, Lots 53 &54 Block 4, records of Valley County ID "	"1.3200"	"irreg"	"irreg"	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Owned"	"5"	"5.5"	"4"	"1"	""	"4834"	"11 - 20 Years"	"Two Stories"	"2007"	"Yes"	"2012"	""	""	"Four"	"None"	""	""	"Propane Tank, Sprinkler System, Vaulted Ceilings, Alarm System, Caretaker Housing, Air Conditioning"	""	"Frame"	""	""	""	"Hot Tub, Dishwasher, Disposal, Dryer, Furniture, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts, 220 Volts"	"Association"	"Composition"	"PLSWD"	"Cedar"	"Level"	"Public"	"Payette Lake"	"Golf Course, Mountains, Wooded"	"Beach, Community Pool, Dock, Golf Course, Lake"	"Res - 4 Homes/Ac"	"Call Listing Agent, LA Must Accompany"	"From Shore Lodge Head West on Highway 55 for less than a mile. Turn Left on Gunhill Drive at the official first Whitetail entrance. Past the gates, the home is the fist one on the left. "	"Beautiful 4834 Square foot, 5 bedroom/ 5.5 bath custom Whitetail home on 2 golf course lots (1.32 Acres on the Ladies #4 Tee Box). The main house offers 4 Ensuite bedrooms; a spacious gourmet kitchen; wood floors; vaulted ceiling; floor to ceiling windows; rock fireplace and a 2.5 car attached garage. The golf cart bay ties into the cart path for easy access to the golf course. The additional detached structure consists of a spacious studio apartment above a 2 large car garage. The lot offers ultimate privacy; space and convenient proximity to all the Whitetail amenities. The fenced formal landscaped yard; mahogany decks; fire pit and hot tub area designed by Gusti Laidlwaw Landscape Co. create the perfect setting for warm summer days in McCall. The unprecedented Whitetail amenities only add value to this property. The Andy North golf course; private marina; Lake Lodge on the shores of Payette Lake; Fish and Swim Club; pools; indoor tennis; outdoor pickle ball courts; beach volley ball court; private mountain biking trails are a few of the many advantages to being a member of the Whitetail Club. "	"The Home and detached garage are on 2 Golf Course Lots. The yearly HOA fee reflects that the owners pay 2 HOA fees (1 for each lot). "	""	"2900000"	"10/20/2023"	"124"	"RR"
"536838"	"S"	"709000"	"749000"	"1409"	"Paul Bunyan Road"	""	""	"McCall"	"ID"	"83638"	"Ski Ranch"	""	"9"	"Valley"	"McCall West"	"RP002460000090"	""	"1580.80"	"Yes"	"Yes"	"No"	"300.00"	""	"No"	""	""	"No"	""	""	"Amended Ski Ranch Subdivision Lot 9"	"0.8030"	"100"	"335"	"No"	"Yes"	""	"No"	""	""	"3"	"2"	"1"	""	"1"	"1164"	"21 - 30 Years"	"Two Stories"	"1994"	"Yes"	""	""	""	"Two"	"None"	""	"Sellers furniture, personal property & Razr"	"Vaulted Ceilings, Surveyed"	""	"Frame"	""	"Concrete Perimeter"	"Elec Baseboard, Wood Stove"	"Dishwasher, Microwave, Range/Oven, Refrigerator, Window Treatments, Wood Stove"	""	"Shared"	"Metal"	"Septic Installed"	"Wood Siding"	"Sloped, Wooded"	"Shared Well"	""	"Wooded"	""	"City Impact Zone"	"Call Listing Agent"	"Hwy 55 N; S on Gun Hill; L at T, stay Left at Fork ( Stone Ln & Paul Bunyan signs are missing.)"	"This mountain cabin is in the perfect location! On a bluff on .8 acres tucked amongst the pines, firs and aspens.  Close to the Bear Basin Trail system, minutes to Little Ski Hill, only 10 minutes to Brundage, and less time to downtown McCall and Payette Lake. Three bedrooms and 2 baths with a huge deck. A woodstove keeps the chill away in winter.  Engineered hardwood floors, updated kitchen with stainless and granite, and updated bathrooms, plus an oversized 2 car garage means room for toys.  Located in a pocket of City Impact Area, means lower taxes & well and septic means no water or sewer bill.  This is a must see! Short & Long term rental is permitted."	"Seller uses occasionally, CLA to confirm vacancy.  Sign is at base of shared driveway."	""	"709000"	"8/14/2023"	"56"	"RR"
"536863"	"S"	"425000"	"425000"	"191"	"Dutch Oven Lane"	""	""	"Donnelly"	"ID"	"83615"	"Wagon Wheel Ranch 2"	"2"	"10"	"Valley"	"Donnelly West"	"RP002870020100"	"2523"	"798.00"	"Yes"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"Lot 10, Block 2, Wagon Wheel Ranch Subdivision #2"	"0.4600"	"90'"	"224'"	"No"	"Yes"	"Overhead"	"No"	""	""	"3"	"2"	"2"	""	""	"1800"	"11 - 20 Years"	"Single Level"	"2007"	"No"	""	"No"	"Yes"	"None"	"None"	"Nasu 2007"	"Sellers Personal Property"	"Manf Homes OK, Primary Bedroom on Main, RV Hook Ups, Vaulted Ceilings, Fuel Tank Above Ground"	""	"Manufactured"	"None"	"Concrete Perimeter"	"Elec Forced Air, Fireplace, Other"	"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Satellite Dish, Washer, Window Treatments"	"220 Volts"	"County"	"Metal"	"NLSD"	"Composite"	"Level, Wooded"	"Well"	"Boulder Creek, Lake Cascade"	"Wooded"	""	"County"	"Lockbox/Show Anytime"	"Hwy. 55 Turn West on Loomis Lane, Turn South on Spring Valley Road, Turn Right (West) Onto Chuckwagon Road/Lake Trail Drive, Right on Cascade Drive, Left on Chuckwagon Road/Dutch Oven Lane."	"LESS THAN A MILE FROM BOULDER CREEK BOAT LAUNCH & BEACH, this charming home provides a secluded home base for all your Valley County adventures! Tucked in the trees for privacy outside while inside has oversized pantry, fireplace and walk-in closets in all rooms. RV parking space with power hook-ups, room for boat parking or to build a shop-use your imagination!"	"Truck to be removed from property. Sewer LID is paid. Seller has no knowledge of condition of oil monitor heater. "	"SHOWING INSTRUCTIONS: Sentri Lockbox, Vacant Show Anytime"	"425000"	"8/18/2023"	"57"	"RR"
"536864"	"S"	"1125000"	"1125000"	"590"	"Knights Road"	""	""	"McCall"	"ID"	"83638"	"Whispering Woods"	""	"Lot 8 & part of 7"	"Valley"	"McCall East"	"RP00423000007C"	""	"2545.42"	"Yes"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"Whispering Woods Subdivision PT lot 7; Lot 8; AKA Tax No 101"	"4.6800"	""	""	"Yes"	"Yes"	""	""	""	""	"3"	"3"	"3"	"1"	""	"2860"	"11 - 20 Years"	"Two Stories"	"2007"	"No"	""	""	""	"Two"	"None"	""	""	"Primary Bedroom on Main, Vaulted Ceilings, Air Conditioning, Road Frontage, Surveyed, Central Air"	""	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Heat Pump, Wall Heater"	"Dishwasher, Disposal, Dryer, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	""	"County"	"Composition"	"Septic Installed"	"Hard Plank"	"Level, Road Frontage, Wooded"	"Well"	""	""	""	"County"	"Call Listing Agent"	"Hwy 55 South to Samson Trail, East on Shelia, home is at T of Knights Road on East side"	"Quintessential McCall Home! This 3 bedroom, 3.5 bath home was built in 2007 and has been meticulously maintained by its one and only owner/builder. The expansive great room opens to an immaculate kitchen with upscale finishes such as granite countertops, a wine fridge, two dishwashers, two ovens, and oak cabinets that extend to the ceiling. The primary bedroom is located on the main level and features a water closet, walk-in tile shower, deep jetted bath, and walk-in closet. Upstairs, youâ€™ll find large bedrooms with huge walk-in closets that both open to a spacious loft.  Generous bonus room above the garage offers a separate bath and plenty of space for privacy. The 28â€™x32â€™ detached garage has a pull-through design and the 4.68-acre level homesite provides ample space to build an additional shop with easy access. This home is perfectly designed for mountain living in McCall with covered front and back porches, an expansive mudroom, and tons of storage.  Enjoy the private setting surrounded by quaking aspens and towering ponderosa pines. Located just 2.5 miles from Payette Lake and downtown McCall, this home checks all the boxes."	"Seller's Inspection available under documents."	""	"1127500"	"8/18/2023"	"57"	"RA"
"536875"	"S"	"499000"	"499000"	"1555"	"McCall Avenue"	""	""	"McCall"	"ID"	"83638"	"Greystone Village 3"	"3"	"8"	"Valley"	"McCall City"	"LRM05750030080"	""	"1928.58"	"Yes"	"No"	"Yes"	""	"2500.00"	"No"	""	""	"No"	""	""	"Improvements located on Greystone Village No 3, Lot 8 Block 3"	"0.0000"	""	""	"Yes"	"Yes"	"Underground"	""	""	""	"3"	"2"	"2"	""	""	"1064"	"11 - 20 Years"	"Single Level"	"2007"	"Yes"	"2021"	""	"Yes"	"One"	"None"	""	""	"Primary Bedroom on Main, Central Air"	""	"Frame, Modular"	""	"Concrete Perimeter"	"Heat Pump, Mini-Splits, Wall Heater, Wood Stove"	"Dishwasher, Disposal, Range/Oven, Refrigerator, Wood Stove"	"110 Volts, 220 Volts"	"City"	"Composition"	"City"	"Composite"	"Level"	"Public"	""	""	""	""	"Call Listing Agent"	"From 55, E on Railroad, N on Roosevelt, W on Hemlock, N on McCall Ave, house on right. "	"You can't beat this for location-minutes away from downtown, the lake, golf course and the park.  Walk everywhere!  Peaceful area-not a highly traveled street-even with all our street construction.  Extremely well maintained home.  Front yard is well maintained with grass and flowers, backyard is extremely private.  Large deck and patio.  Storage shed as well.  Home sits on City of McCall leased parcel, qualified buyers pay only $1/yr for the lease.  Perfect for teachers, health care workers, firemen/EMT personnel and Forest Service--anyone who works in Valley or Adams County. . "	"Home sits on City of McCall leased parcel, qualified buyers pay only $1/yr for the lease.  Call me for details.  Perfect for teachers, health care workers, firemen/EMT personnel and Forest Service-anyone who works in Valley or Adams County. "	""	"455000"	"11/17/2023"	"147"	"RR"
"536924"	"S"	"969900"	"999900"	"116"	"Jacks Loop"	""	""	"Donnelly"	"ID"	"83615"	"Whistler's Cove"	"1"	"17"	"Valley"	"Donnelly West"	"RP00611001017C"	""	"0.00"	"Yes"	"No"	"No"	"0.00"	"0.00"	"No"	""	""	"No"	""	""	"Whistlers Cove Subdivision Lot 17 Block 1"	"0.3500"	""	""	"No"	"No"	""	""	""	""	"4"	"3"	""	""	""	"2495"	"New-Never Occupied"	"Two Stories"	"2023"	""	""	""	""	"Three"	"None"	""	""	"Primary Bedroom on Main, Air Conditioning, Central Air"	"Bureau of Reclamation"	"Brick/Block, Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Fireplace"	"Dishwasher, Disposal, Microwave, Range/Oven"	""	"Shared"	"Composition"	"City"	""	"Level, Wooded"	"Well"	""	"Wooded"	"Lake, Public Lands"	"County"	"Call Listing Agent"	"Hwy 55, W on Loomis, S on Spring Valley, W on Lake Trail, S on Cascade, E on Wildwood, S on Smoky Dr, E on Jacks Ln, W on Jacks Loop to home."	"BUILDER INCENTIVE! BUYER TO RECEIVE A $10,000 SELLER CREDIT AT CLOSING TO USE AS THEY WISH! Introducing this luxurious new home built by O2 Construction offering an unparalleled living experience in a breathtaking mountain setting. Designed with meticulous attention to detail, this home boasts top-of-the-line finishes such as Jenair appliances, custom cabinetry & spacious layout perfect for entertaining. The tall ceilings throughout the home create an open atmosphere while the grand fireplace with tile/stone accents adds a touch of elegance. Step into the luxurious bathrooms & indulge in full tile showers, backlit mirrors & spa-like vanities. With direct community access to Lake Cascade & BOR, outdoor enthusiasts will find themselves surrounded by natural beauty & endless recreational opportunities: fishing, hiking, hunting, mountain biking & more! Explore nearby attractions such as the renowned Gold Fork Hot Springs & Tamarack 4-season Resort, where adventure awaits in all seasons."	"Call LA for details. HOA dues are still being determined. Visit www.whistlerscove-donnelly.com. Commissions paid on original contract price less any Seller Concessions. No commissions are paid on Seller concessions, Buyer upgrades, buy downs, closing costs and/or future change orders. Please confirm total commissions w/LA prior to submitting offers."	""	"950000"	"9/12/2023"	"76"	"RR"
"536926"	"S"	"849000"	"875000"	"960"	"Pine Terrace Drive"	""	""	"McCall"	"ID"	"83638"	"Pine Terrace 1"	""	"11"	"Valley"	"McCall West"	"RP002140000110"	""	"2133.56"	"Yes"	"Yes"	"Yes"	""	""	"No"	""	""	"No"	""	""	"Amended Pine Terrace Addition No. 1, Lot 11, Valley County, Idaho"	"1.3800"	"Irr"	"Irr"	"No"	"Yes"	""	"Yes"	"Above Ground"	"Leased"	"4"	"2.5"	"2"	"1"	""	"2980"	"21 - 30 Years"	"Two Stories"	"1999"	""	""	"No"	""	"Three"	"None"	""	"NA"	"Shop, Vaulted Ceilings, Central Vacuum"	""	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Propane Fire Place"	"Dishwasher, Dryer, Microwave, Range/Oven, Refrigerator, Washer, Other"	"110 Volts"	"County"	"Composition"	"Septic Installed"	"Composite"	"Level, Wooded"	"Well"	""	"Wooded"	""	"City Impact Zone"	"Lockbox/Show Anytime"	"West Valley to Wisdom, S on Chad Dr, E on Coy Rd, E on Pine Terrace, house on the right. "	"Spacious home with almost 3000 SF of living space!  Flexible living spaces all with ample natural light.  Many updates and upgraded features include stainless steel appliances, central vac system, 2 water heaters (replaced 2017), newer furnace and well holding tank, and new well filter in 2023.  Attached 2-car garage, plus detached heated shop with 12' door.  Private 1.38 level acres with fully fenced back yard. "	"Owner will consider owner carry financing depending on terms. One water heater is currently turned off because the owner didn't need both. Same with fireplace. Snowblower is included in sale, garage shelving included in sale.  Show anytime, but please call prior to showing. "	""	"800000"	"9/27/2023"	"91"	"RA"
